dateday,season,year,month,hour,holiday,weekday,workingday,weather_condition,temp,hum,casual,registered,count,temp_group,count_group
2011-07-27,Fall,0,Jul,14,0,Wed,1,Clear/Partly Cloudy,0.84,0.28,20,107,127,Panas,
2011-07-27,Fall,0,Jul,15,0,Wed,1,Clear/Partly Cloudy,0.86,0.26,37,103,140,Panas,
2011-07-27,Fall,0,Jul,16,0,Wed,1,Clear/Partly Cloudy,0.86,0.25,40,228,268,Panas,
2011-07-27,Fall,0,Jul,17,0,Wed,1,Clear/Partly Cloudy,0.84,0.26,81,491,572,Panas,
2011-07-27,Fall,0,Jul,18,0,Wed,1,Clear/Partly Cloudy,0.82,0.28,78,463,541,Panas,
2011-07-27,Fall,0,Jul,19,0,Wed,1,Clear/Partly Cloudy,0.8,0.29,87,288,375,Panas,
2011-07-27,Fall,0,Jul,20,0,Wed,1,Clear/Partly Cloudy,0.76,0.45,55,239,294,Panas,
2011-07-27,Fall,0,Jul,21,0,Wed,1,Clear/Partly Cloudy,0.74,0.48,49,196,245,Panas,
2011-07-27,Fall,0,Jul,22,0,Wed,1,Clear/Partly Cloudy,0.72,0.48,37,143,180,Panas,
2011-07-27,Fall,0,Jul,23,0,Wed,1,Clear/Partly Cloudy,0.74,0.45,16,93,109,Panas,
2011-07-28,Fall,0,Jul,0,0,Thu,1,Clear/Partly Cloudy,0.7,0.51,14,31,45,Panas,Sangat Tinggi
2011-07-28,Fall,0,Jul,1,0,Thu,1,Clear/Partly Cloudy,0.72,0.51,3,26,29,Panas,Tinggi
2011-07-28,Fall,0,Jul,2,0,Thu,1,Clear/Partly Cloudy,0.72,0.54,2,5,7,Panas,Rendah
2011-07-28,Fall,0,Jul,3,0,Thu,1,Clear/Partly Cloudy,0.72,0.54,0,5,5,Panas,Rendah
2011-07-28,Fall,0,Jul,4,0,Thu,1,Clear/Partly Cloudy,0.7,0.61,0,6,6,Panas,Rendah
2011-07-28,Fall,0,Jul,5,0,Thu,1,Clear/Partly Cloudy,0.7,0.65,1,26,27,Panas,Tinggi
2011-07-28,Fall,0,Jul,6,0,Thu,1,Clear/Partly Cloudy,0.7,0.7,6,110,116,Panas,
2011-07-28,Fall,0,Jul,7,0,Thu,1,Clear/Partly Cloudy,0.72,0.7,27,278,305,Panas,
2011-07-28,Fall,0,Jul,8,0,Thu,1,Clear/Partly Cloudy,0.74,0.66,47,409,456,Panas,
2011-07-28,Fall,0,Jul,9,0,Thu,1,Clear/Partly Cloudy,0.78,0.59,21,189,210,Panas,
2011-07-28,Fall,0,Jul,10,0,Thu,1,Clear/Partly Cloudy,0.8,0.55,30,86,116,Panas,
2011-07-28,Fall,0,Jul,11,0,Thu,1,Clear/Partly Cloudy,0.84,0.56,41,113,154,Panas,
2011-07-28,Fall,0,Jul,12,0,Thu,1,Clear/Partly Cloudy,0.84,0.53,35,151,186,Panas,
2011-07-28,Fall,0,Jul,13,0,Thu,1,Clear/Partly Cloudy,0.86,0.47,26,126,152,Panas,
2011-07-28,Fall,0,Jul,14,0,Thu,1,Misty/Cloudy,0.84,0.49,27,111,138,Panas,
2011-07-28,Fall,0,Jul,15,0,Thu,1,Clear/Partly Cloudy,0.86,0.5,22,124,146,Panas,
2011-07-28,Fall,0,Jul,16,0,Thu,1,Clear/Partly Cloudy,0.86,0.47,42,214,256,Panas,
2011-07-28,Fall,0,Jul,17,0,Thu,1,Clear/Partly Cloudy,0.84,0.53,45,423,468,Panas,
2011-07-28,Fall,0,Jul,18,0,Thu,1,Clear/Partly Cloudy,0.84,0.56,55,428,483,Panas,
2011-07-28,Fall,0,Jul,19,0,Thu,1,Clear/Partly Cloudy,0.82,0.59,37,285,322,Panas,
2011-07-28,Fall,0,Jul,20,0,Thu,1,Clear/Partly Cloudy,0.8,0.63,41,229,270,Panas,
2011-07-28,Fall,0,Jul,21,0,Thu,1,Clear/Partly Cloudy,0.78,0.66,31,165,196,Panas,
2011-07-28,Fall,0,Jul,22,0,Thu,1,Clear/Partly Cloudy,0.76,0.7,25,149,174,Panas,
2011-07-28,Fall,0,Jul,23,0,Thu,1,Clear/Partly Cloudy,0.76,0.75,28,95,123,Panas,
2011-07-29,Fall,0,Jul,0,0,Fri,1,Clear/Partly Cloudy,0.74,0.79,12,45,57,Panas,Sangat Tinggi
2011-07-29,Fall,0,Jul,1,0,Fri,1,Clear/Partly Cloudy,0.74,0.79,12,22,34,Panas,Sangat Tinggi
2011-07-29,Fall,0,Jul,2,0,Fri,1,Clear/Partly Cloudy,0.74,0.79,3,10,13,Panas,Sedang
2011-07-29,Fall,0,Jul,3,0,Fri,1,Clear/Partly Cloudy,0.74,0.79,2,9,11,Panas,Sedang
2011-07-29,Fall,0,Jul,4,0,Fri,1,Clear/Partly Cloudy,0.72,0.84,2,4,6,Panas,Rendah
2011-07-29,Fall,0,Jul,5,0,Fri,1,Clear/Partly Cloudy,0.72,0.84,4,23,27,Panas,Tinggi
2011-07-29,Fall,0,Jul,6,0,Fri,1,Misty/Cloudy,0.72,0.84,7,83,90,Panas,Sangat Tinggi
2011-07-29,Fall,0,Jul,7,0,Fri,1,Misty/Cloudy,0.74,0.79,26,228,254,Panas,
2011-07-29,Fall,0,Jul,8,0,Fri,1,Misty/Cloudy,0.76,0.77,30,354,384,Panas,
2011-07-29,Fall,0,Jul,9,0,Fri,1,Clear/Partly Cloudy,0.86,0.47,28,151,179,Panas,
2011-07-29,Fall,0,Jul,10,0,Fri,1,Clear/Partly Cloudy,0.9,0.42,37,69,106,Panas,
2011-07-29,Fall,0,Jul,11,0,Fri,1,Clear/Partly Cloudy,0.92,0.4,43,118,161,Panas,
2011-07-29,Fall,0,Jul,12,0,Fri,1,Clear/Partly Cloudy,0.96,0.31,40,95,135,Panas,
2011-07-29,Fall,0,Jul,13,0,Fri,1,Clear/Partly Cloudy,0.94,0.31,42,114,156,Panas,
2011-07-29,Fall,0,Jul,14,0,Fri,1,Clear/Partly Cloudy,0.96,0.3,34,114,148,Panas,
2011-07-29,Fall,0,Jul,15,0,Fri,1,Clear/Partly Cloudy,0.96,0.3,40,129,169,Panas,
2011-07-29,Fall,0,Jul,16,0,Fri,1,Clear/Partly Cloudy,0.96,0.3,35,198,233,Panas,
2011-07-29,Fall,0,Jul,17,0,Fri,1,Clear/Partly Cloudy,0.96,0.3,47,374,421,Panas,
2011-07-29,Fall,0,Jul,18,0,Fri,1,Clear/Partly Cloudy,0.92,0.37,49,313,362,Panas,
2011-07-29,Fall,0,Jul,19,0,Fri,1,Clear/Partly Cloudy,0.9,0.42,22,219,241,Panas,
2011-07-29,Fall,0,Jul,20,0,Fri,1,Clear/Partly Cloudy,0.86,0.41,53,153,206,Panas,
2011-07-29,Fall,0,Jul,21,0,Fri,1,Clear/Partly Cloudy,0.82,0.46,29,134,163,Panas,
2011-07-29,Fall,0,Jul,22,0,Fri,1,Clear/Partly Cloudy,0.8,0.49,47,127,174,Panas,
2011-07-29,Fall,0,Jul,23,0,Fri,1,Clear/Partly Cloudy,0.78,0.52,26,90,116,Panas,
2011-07-30,Fall,0,Jul,0,0,Sat,0,Clear/Partly Cloudy,0.76,0.55,60,73,133,Panas,
2011-07-30,Fall,0,Jul,1,0,Sat,0,Clear/Partly Cloudy,0.76,0.55,15,75,90,Panas,Sangat Tinggi
2011-07-30,Fall,0,Jul,2,0,Sat,0,Clear/Partly Cloudy,0.76,0.55,11,31,42,Panas,Sangat Tinggi
2011-07-30,Fall,0,Jul,3,0,Sat,0,Clear/Partly Cloudy,0.74,0.62,18,25,43,Panas,Sangat Tinggi
2011-07-30,Fall,0,Jul,4,0,Sat,0,Clear/Partly Cloudy,0.72,0.66,4,6,10,Panas,Rendah
2011-07-30,Fall,0,Jul,5,0,Sat,0,Clear/Partly Cloudy,0.72,0.7,4,9,13,Panas,Sedang
2011-07-30,Fall,0,Jul,6,0,Sat,0,Clear/Partly Cloudy,0.72,0.7,6,18,24,Panas,Tinggi
2011-07-30,Fall,0,Jul,7,0,Sat,0,Clear/Partly Cloudy,0.76,0.66,3,39,42,Panas,Sangat Tinggi
2011-07-30,Fall,0,Jul,8,0,Sat,0,Clear/Partly Cloudy,0.78,0.59,27,87,114,Panas,
2011-07-30,Fall,0,Jul,9,0,Sat,0,Clear/Partly Cloudy,0.82,0.46,49,125,174,Panas,
2011-07-30,Fall,0,Jul,10,0,Sat,0,Clear/Partly Cloudy,0.82,0.41,79,182,261,Panas,
2011-07-30,Fall,0,Jul,11,0,Sat,0,Clear/Partly Cloudy,0.84,0.36,111,206,317,Panas,
2011-07-30,Fall,0,Jul,12,0,Sat,0,Clear/Partly Cloudy,0.84,0.32,111,230,341,Panas,
2011-07-30,Fall,0,Jul,13,0,Sat,0,Clear/Partly Cloudy,0.88,0.29,125,183,308,Panas,
2011-07-30,Fall,0,Jul,14,0,Sat,0,Clear/Partly Cloudy,0.9,0.29,112,193,305,Panas,
2011-07-30,Fall,0,Jul,15,0,Sat,0,Clear/Partly Cloudy,0.9,0.31,113,189,302,Panas,
2011-07-30,Fall,0,Jul,16,0,Sat,0,Clear/Partly Cloudy,0.9,0.27,126,176,302,Panas,
2011-07-30,Fall,0,Jul,17,0,Sat,0,Clear/Partly Cloudy,0.9,0.29,93,209,302,Panas,
2011-07-30,Fall,0,Jul,18,0,Sat,0,Clear/Partly Cloudy,0.88,0.28,92,207,299,Panas,
2011-07-30,Fall,0,Jul,19,0,Sat,0,Clear/Partly Cloudy,0.74,0.33,101,155,256,Panas,
2011-07-30,Fall,0,Jul,20,0,Sat,0,Clear/Partly Cloudy,0.82,0.43,74,132,206,Panas,
2011-07-30,Fall,0,Jul,21,0,Sat,0,Clear/Partly Cloudy,0.8,0.49,82,123,205,Panas,
2011-07-30,Fall,0,Jul,22,0,Sat,0,Clear/Partly Cloudy,0.78,0.52,80,129,209,Panas,
2011-07-30,Fall,0,Jul,23,0,Sat,0,Clear/Partly Cloudy,0.76,0.55,63,114,177,Panas,
2011-07-31,Fall,0,Jul,0,0,Sun,0,Clear/Partly Cloudy,0.76,0.55,33,80,113,Panas,
2011-07-31,Fall,0,Jul,1,0,Sun,0,Clear/Partly Cloudy,0.74,0.62,8,71,79,Panas,Sangat Tinggi
2011-07-31,Fall,0,Jul,2,0,Sun,0,Clear/Partly Cloudy,0.74,0.66,19,48,67,Panas,Sangat Tinggi
2011-07-31,Fall,0,Jul,3,0,Sun,0,Clear/Partly Cloudy,0.74,0.66,24,26,50,Panas,Sangat Tinggi
2011-07-31,Fall,0,Jul,4,0,Sun,0,Clear/Partly Cloudy,0.72,0.7,6,7,13,Panas,Sedang
2011-07-31,Fall,0,Jul,5,0,Sun,0,Clear/Partly Cloudy,0.72,0.69,4,4,8,Panas,Rendah
2011-07-31,Fall,0,Jul,6,0,Sun,0,Clear/Partly Cloudy,0.74,0.7,5,8,13,Panas,Sedang
2011-07-31,Fall,0,Jul,7,0,Sun,0,Clear/Partly Cloudy,0.74,0.58,19,26,45,Panas,Sangat Tinggi
2011-07-31,Fall,0,Jul,8,0,Sun,0,Clear/Partly Cloudy,0.76,0.55,54,88,142,Panas,
2011-07-31,Fall,0,Jul,9,0,Sun,0,Clear/Partly Cloudy,0.8,0.49,55,128,183,Panas,
2011-07-31,Fall,0,Jul,10,0,Sun,0,Clear/Partly Cloudy,0.84,0.36,91,163,254,Panas,
2011-07-31,Fall,0,Jul,11,0,Sun,0,Clear/Partly Cloudy,0.86,0.28,112,163,275,Panas,
2011-07-31,Fall,0,Jul,12,0,Sun,0,Clear/Partly Cloudy,0.9,0.25,146,192,338,Panas,
2011-07-31,Fall,0,Jul,13,0,Sun,0,Clear/Partly Cloudy,0.9,0.24,142,152,294,Panas,
2011-07-31,Fall,0,Jul,14,0,Sun,0,Clear/Partly Cloudy,0.9,0.24,130,196,326,Panas,
2011-07-31,Fall,0,Jul,15,0,Sun,0,Clear/Partly Cloudy,0.92,0.18,109,184,293,Panas,
2011-07-31,Fall,0,Jul,16,0,Sun,0,Clear/Partly Cloudy,0.92,0.17,98,208,306,Panas,
2011-07-31,Fall,0,Jul,17,0,Sun,0,Clear/Partly Cloudy,0.92,0.16,114,206,320,Panas,
2011-07-31,Fall,0,Jul,18,0,Sun,0,Clear/Partly Cloudy,0.86,0.41,91,213,304,Panas,
2011-07-31,Fall,0,Jul,19,0,Sun,0,Clear/Partly Cloudy,0.8,0.55,87,187,274,Panas,
2011-07-31,Fall,0,Jul,20,0,Sun,0,Clear/Partly Cloudy,0.8,0.55,70,205,275,Panas,
2011-07-31,Fall,0,Jul,21,0,Sun,0,Clear/Partly Cloudy,0.78,0.59,68,96,164,Panas,
2011-07-31,Fall,0,Jul,22,0,Sun,0,Clear/Partly Cloudy,0.74,0.7,25,71,96,Panas,Sangat Tinggi
2011-07-31,Fall,0,Jul,23,0,Sun,0,Clear/Partly Cloudy,0.74,0.66,14,56,70,Panas,Sangat Tinggi
2011-08-01,Fall,0,Aug,0,0,Mon,1,Clear/Partly Cloudy,0.72,0.7,7,22,29,Panas,Tinggi
2011-08-01,Fall,0,Aug,1,0,Mon,1,Clear/Partly Cloudy,0.72,0.74,5,12,17,Panas,Sedang
2011-08-01,Fall,0,Aug,2,0,Mon,1,Clear/Partly Cloudy,0.7,0.74,4,7,11,Panas,Sedang
2011-08-01,Fall,0,Aug,3,0,Mon,1,Clear/Partly Cloudy,0.7,0.79,0,4,4,Panas,Rendah
2011-08-01,Fall,0,Aug,4,0,Mon,1,Clear/Partly Cloudy,0.66,0.83,2,2,4,Panas,Rendah
2011-08-01,Fall,0,Aug,5,0,Mon,1,Clear/Partly Cloudy,0.66,0.83,2,24,26,Panas,Tinggi
2011-08-01,Fall,0,Aug,6,0,Mon,1,Clear/Partly Cloudy,0.66,0.83,3,97,100,Panas,Sangat Tinggi
2011-08-01,Fall,0,Aug,7,0,Mon,1,Clear/Partly Cloudy,0.74,0.62,24,258,282,Panas,
2011-08-01,Fall,0,Aug,8,0,Mon,1,Clear/Partly Cloudy,0.8,0.43,35,347,382,Panas,
2011-08-01,Fall,0,Aug,9,0,Mon,1,Clear/Partly Cloudy,0.82,0.41,27,139,166,Panas,
2011-08-01,Fall,0,Aug,10,0,Mon,1,Clear/Partly Cloudy,0.86,0.36,27,70,97,Panas,Sangat Tinggi
2011-08-01,Fall,0,Aug,11,0,Mon,1,Clear/Partly Cloudy,0.88,0.32,53,66,119,Panas,
2011-08-01,Fall,0,Aug,12,0,Mon,1,Clear/Partly Cloudy,0.9,0.33,53,115,168,Panas,
2011-08-01,Fall,0,Aug,13,0,Mon,1,Clear/Partly Cloudy,0.9,0.31,38,112,150,Panas,
2011-08-01,Fall,0,Aug,14,0,Mon,1,Clear/Partly Cloudy,0.92,0.29,37,86,123,Panas,
2011-08-01,Fall,0,Aug,15,0,Mon,1,Clear/Partly Cloudy,0.9,0.27,52,77,129,Panas,
2011-08-01,Fall,0,Aug,16,0,Mon,1,Clear/Partly Cloudy,0.9,0.27,34,197,231,Panas,
2011-08-01,Fall,0,Aug,17,0,Mon,1,Clear/Partly Cloudy,0.76,0.45,69,445,514,Panas,
2011-08-01,Fall,0,Aug,18,0,Mon,1,Clear/Partly Cloudy,0.78,0.43,68,475,543,Panas,
2011-08-01,Fall,0,Aug,19,0,Mon,1,Clear/Partly Cloudy,0.74,0.51,63,350,413,Panas,
2011-08-01,Fall,0,Aug,20,0,Mon,1,Clear/Partly Cloudy,0.72,0.62,49,256,305,Panas,
2011-08-01,Fall,0,Aug,21,0,Mon,1,Clear/Partly Cloudy,0.7,0.7,42,178,220,Panas,
2011-08-01,Fall,0,Aug,22,0,Mon,1,Clear/Partly Cloudy,0.7,0.7,21,116,137,Panas,
2011-08-01,Fall,0,Aug,23,0,Mon,1,Clear/Partly Cloudy,0.68,0.74,14,82,96,Panas,Sangat Tinggi
2011-08-02,Fall,0,Aug,0,0,Tue,1,Clear/Partly Cloudy,0.66,0.74,11,18,29,Panas,Tinggi
2011-08-02,Fall,0,Aug,1,0,Tue,1,Clear/Partly Cloudy,0.66,0.74,4,8,12,Panas,Sedang
2011-08-02,Fall,0,Aug,2,0,Tue,1,Clear/Partly Cloudy,0.68,0.69,2,6,8,Panas,Rendah
2011-08-02,Fall,0,Aug,3,0,Tue,1,Clear/Partly Cloudy,0.66,0.74,0,5,5,Panas,Rendah
2011-08-02,Fall,0,Aug,4,0,Tue,1,Clear/Partly Cloudy,0.66,0.74,0,10,10,Panas,Rendah
2011-08-02,Fall,0,Aug,5,0,Tue,1,Clear/Partly Cloudy,0.66,0.74,4,17,21,Panas,Tinggi
2011-08-02,Fall,0,Aug,6,0,Tue,1,Clear/Partly Cloudy,0.68,0.69,12,105,117,Panas,
2011-08-02,Fall,0,Aug,7,0,Tue,1,Clear/Partly Cloudy,0.72,0.61,15,320,335,Panas,
2011-08-02,Fall,0,Aug,8,0,Tue,1,Clear/Partly Cloudy,0.74,0.58,37,398,435,Panas,
2011-08-02,Fall,0,Aug,9,0,Tue,1,Clear/Partly Cloudy,0.78,0.46,31,182,213,Panas,
2011-08-02,Fall,0,Aug,10,0,Tue,1,Clear/Partly Cloudy,0.82,0.36,50,90,140,Panas,
2011-08-02,Fall,0,Aug,11,0,Tue,1,Clear/Partly Cloudy,0.84,0.32,32,96,128,Panas,
2011-08-02,Fall,0,Aug,12,0,Tue,1,Clear/Partly Cloudy,0.86,0.3,45,112,157,Panas,
2011-08-02,Fall,0,Aug,13,0,Tue,1,Clear/Partly Cloudy,0.86,0.3,50,153,203,Panas,
2011-08-02,Fall,0,Aug,14,0,Tue,1,Clear/Partly Cloudy,0.9,0.25,45,114,159,Panas,
2011-08-02,Fall,0,Aug,15,0,Tue,1,Clear/Partly Cloudy,0.9,0.25,48,120,168,Panas,
2011-08-02,Fall,0,Aug,16,0,Tue,1,Clear/Partly Cloudy,0.9,0.25,58,216,274,Panas,
2011-08-02,Fall,0,Aug,17,0,Tue,1,Misty/Cloudy,0.9,0.27,63,493,556,Panas,
2011-08-02,Fall,0,Aug,18,0,Tue,1,Misty/Cloudy,0.86,0.34,65,491,556,Panas,
2011-08-02,Fall,0,Aug,19,0,Tue,1,Misty/Cloudy,0.86,0.36,85,369,454,Panas,
2011-08-02,Fall,0,Aug,20,0,Tue,1,Misty/Cloudy,0.82,0.46,40,248,288,Panas,
2011-08-02,Fall,0,Aug,21,0,Tue,1,Clear/Partly Cloudy,0.8,0.52,53,201,254,Panas,
2011-08-02,Fall,0,Aug,22,0,Tue,1,Misty/Cloudy,0.78,0.59,22,169,191,Panas,
2011-08-02,Fall,0,Aug,23,0,Tue,1,Misty/Cloudy,0.8,0.49,29,103,132,Panas,
2011-08-03,Fall,0,Aug,0,0,Wed,1,Misty/Cloudy,0.8,0.49,11,32,43,Panas,Sangat Tinggi
2011-08-03,Fall,0,Aug,1,0,Wed,1,Misty/Cloudy,0.78,0.52,7,9,16,Panas,Sedang
2011-08-03,Fall,0,Aug,2,0,Wed,1,Misty/Cloudy,0.78,0.49,2,9,11,Panas,Sedang
2011-08-03,Fall,0,Aug,3,0,Wed,1,Misty/Cloudy,0.76,0.55,0,4,4,Panas,Rendah
2011-08-03,Fall,0,Aug,4,0,Wed,1,Misty/Cloudy,0.76,0.52,0,7,7,Panas,Rendah
2011-08-03,Fall,0,Aug,5,0,Wed,1,Misty/Cloudy,0.76,0.55,2,22,24,Panas,Tinggi
2011-08-03,Fall,0,Aug,6,0,Wed,1,Light Snow/Rain,0.72,0.66,9,101,110,Panas,
2011-08-03,Fall,0,Aug,7,0,Wed,1,Misty/Cloudy,0.74,0.51,19,252,271,Panas,
2011-08-03,Fall,0,Aug,8,0,Wed,1,Misty/Cloudy,0.74,0.51,29,408,437,Panas,
2011-08-03,Fall,0,Aug,9,0,Wed,1,Misty/Cloudy,0.74,0.55,23,172,195,Panas,
2011-08-03,Fall,0,Aug,10,0,Wed,1,Light Snow/Rain,0.74,0.58,9,59,68,Panas,Sangat Tinggi
2011-08-03,Fall,0,Aug,11,0,Wed,1,Misty/Cloudy,0.74,0.58,29,93,122,Panas,
2011-08-03,Fall,0,Aug,12,0,Wed,1,Light Snow/Rain,0.76,0.55,19,142,161,Panas,
2011-08-03,Fall,0,Aug,13,0,Wed,1,Misty/Cloudy,0.76,0.58,37,107,144,Panas,
2011-08-03,Fall,0,Aug,14,0,Wed,1,Misty/Cloudy,0.76,0.58,43,104,147,Panas,
2011-08-03,Fall,0,Aug,15,0,Wed,1,Misty/Cloudy,0.7,0.79,31,87,118,Panas,
2011-08-03,Fall,0,Aug,16,0,Wed,1,Light Snow/Rain,0.68,0.79,21,129,150,Panas,
2011-08-03,Fall,0,Aug,17,0,Wed,1,Misty/Cloudy,0.7,0.79,47,378,425,Panas,
2011-08-03,Fall,0,Aug,18,0,Wed,1,Light Snow/Rain,0.7,0.84,49,443,492,Panas,
2011-08-03,Fall,0,Aug,19,0,Wed,1,Light Snow/Rain,0.7,0.84,51,270,321,Panas,
2011-08-03,Fall,0,Aug,20,0,Wed,1,Light Snow/Rain,0.7,0.84,7,80,87,Panas,Sangat Tinggi
2011-08-03,Fall,0,Aug,21,0,Wed,1,Misty/Cloudy,0.68,0.89,7,81,88,Panas,Sangat Tinggi
2011-08-03,Fall,0,Aug,22,0,Wed,1,Light Snow/Rain,0.68,0.89,11,66,77,Panas,Sangat Tinggi
2011-08-03,Fall,0,Aug,23,0,Wed,1,Misty/Cloudy,0.68,0.89,4,52,56,Panas,Sangat Tinggi
2011-08-04,Fall,0,Aug,0,0,Thu,1,Misty/Cloudy,0.68,0.89,2,15,17,Panas,Sedang
2011-08-04,Fall,0,Aug,1,0,Thu,1,Misty/Cloudy,0.66,0.94,3,14,17,Panas,Sedang
2011-08-04,Fall,0,Aug,2,0,Thu,1,Misty/Cloudy,0.66,0.94,2,5,7,Panas,Rendah
2011-08-04,Fall,0,Aug,3,0,Thu,1,Light Snow/Rain,0.66,0.94,0,3,3,Panas,Rendah
2011-08-04,Fall,0,Aug,4,0,Thu,1,Misty/Cloudy,0.68,0.89,0,7,7,Panas,Rendah
2011-08-04,Fall,0,Aug,5,0,Thu,1,Misty/Cloudy,0.68,0.89,3,17,20,Panas,Sedang
2011-08-04,Fall,0,Aug,6,0,Thu,1,Misty/Cloudy,0.68,0.89,7,90,97,Panas,Sangat Tinggi
2011-08-04,Fall,0,Aug,7,0,Thu,1,Misty/Cloudy,0.68,0.89,11,271,282,Panas,
2011-08-04,Fall,0,Aug,8,0,Thu,1,Misty/Cloudy,0.7,0.82,29,369,398,Panas,
2011-08-04,Fall,0,Aug,9,0,Thu,1,Clear/Partly Cloudy,0.72,0.74,25,162,187,Panas,
2011-08-04,Fall,0,Aug,10,0,Thu,1,Clear/Partly Cloudy,0.72,0.71,24,89,113,Panas,
2011-08-04,Fall,0,Aug,11,0,Thu,1,Misty/Cloudy,0.74,0.66,37,112,149,Panas,
2011-08-04,Fall,0,Aug,12,0,Thu,1,Misty/Cloudy,0.76,0.62,53,152,205,Panas,
2011-08-04,Fall,0,Aug,13,0,Thu,1,Clear/Partly Cloudy,0.76,0.58,63,142,205,Panas,
2011-08-04,Fall,0,Aug,14,0,Thu,1,Clear/Partly Cloudy,0.8,0.55,53,114,167,Panas,
2011-08-04,Fall,0,Aug,15,0,Thu,1,Clear/Partly Cloudy,0.8,0.55,50,115,165,Panas,
2011-08-04,Fall,0,Aug,16,0,Thu,1,Clear/Partly Cloudy,0.76,0.62,70,220,290,Panas,
2011-08-04,Fall,0,Aug,17,0,Thu,1,Clear/Partly Cloudy,0.76,0.62,91,464,555,Panas,
2011-08-04,Fall,0,Aug,18,0,Thu,1,Clear/Partly Cloudy,0.7,0.74,88,435,523,Panas,
2011-08-04,Fall,0,Aug,19,0,Thu,1,Clear/Partly Cloudy,0.7,0.74,65,301,366,Panas,
2011-08-04,Fall,0,Aug,20,0,Thu,1,Misty/Cloudy,0.7,0.74,41,245,286,Panas,
2011-08-04,Fall,0,Aug,21,0,Thu,1,Misty/Cloudy,0.7,0.74,25,186,211,Panas,
2011-08-04,Fall,0,Aug,22,0,Thu,1,Clear/Partly Cloudy,0.68,0.74,33,141,174,Panas,
2011-08-04,Fall,0,Aug,23,0,Thu,1,Clear/Partly Cloudy,0.66,0.74,24,108,132,Panas,
2011-08-05,Fall,0,Aug,0,0,Fri,1,Clear/Partly Cloudy,0.66,0.74,13,41,54,Panas,Sangat Tinggi
2011-08-05,Fall,0,Aug,1,0,Fri,1,Clear/Partly Cloudy,0.64,0.78,3,16,19,Panas,Sedang
2011-08-05,Fall,0,Aug,2,0,Fri,1,Clear/Partly Cloudy,0.66,0.69,5,14,19,Panas,Sedang
2011-08-05,Fall,0,Aug,3,0,Fri,1,Clear/Partly Cloudy,0.64,0.78,0,6,6,Panas,Rendah
2011-08-05,Fall,0,Aug,4,0,Fri,1,Clear/Partly Cloudy,0.64,0.78,1,6,7,Panas,Rendah
2011-08-05,Fall,0,Aug,5,0,Fri,1,Clear/Partly Cloudy,0.64,0.78,0,16,16,Panas,Sedang
2011-08-05,Fall,0,Aug,6,0,Fri,1,Clear/Partly Cloudy,0.64,0.78,7,94,101,Panas,
2011-08-05,Fall,0,Aug,7,0,Fri,1,Clear/Partly Cloudy,0.66,0.78,23,247,270,Panas,
2011-08-05,Fall,0,Aug,8,0,Fri,1,Clear/Partly Cloudy,0.7,0.65,39,415,454,Panas,
2011-08-05,Fall,0,Aug,9,0,Fri,1,Clear/Partly Cloudy,0.72,0.58,43,183,226,Panas,
2011-08-05,Fall,0,Aug,10,0,Fri,1,Clear/Partly Cloudy,0.74,0.55,50,113,163,Panas,
2011-08-05,Fall,0,Aug,11,0,Fri,1,Misty/Cloudy,0.76,0.52,44,103,147,Panas,
2011-08-05,Fall,0,Aug,12,0,Fri,1,Clear/Partly Cloudy,0.76,0.52,57,159,216,Panas,
2011-08-05,Fall,0,Aug,13,0,Fri,1,Clear/Partly Cloudy,0.78,0.52,40,164,204,Panas,
2011-08-05,Fall,0,Aug,14,0,Fri,1,Misty/Cloudy,0.78,0.52,81,164,245,Panas,
2011-08-05,Fall,0,Aug,15,0,Fri,1,Clear/Partly Cloudy,0.76,0.55,50,160,210,Panas,
2011-08-05,Fall,0,Aug,16,0,Fri,1,Clear/Partly Cloudy,0.8,0.49,76,254,330,Panas,
2011-08-05,Fall,0,Aug,17,0,Fri,1,Clear/Partly Cloudy,0.78,0.49,84,466,550,Panas,
2011-08-05,Fall,0,Aug,18,0,Fri,1,Clear/Partly Cloudy,0.76,0.52,105,361,466,Panas,
2011-08-05,Fall,0,Aug,19,0,Fri,1,Clear/Partly Cloudy,0.74,0.55,90,282,372,Panas,
2011-08-05,Fall,0,Aug,20,0,Fri,1,Clear/Partly Cloudy,0.72,0.58,70,221,291,Panas,
2011-08-05,Fall,0,Aug,21,0,Fri,1,Clear/Partly Cloudy,0.7,0.65,54,119,173,Panas,
2011-08-05,Fall,0,Aug,22,0,Fri,1,Clear/Partly Cloudy,0.7,0.65,51,137,188,Panas,
2011-08-05,Fall,0,Aug,23,0,Fri,1,Clear/Partly Cloudy,0.68,0.69,37,102,139,Panas,
2011-08-06,Fall,0,Aug,0,0,Sat,0,Clear/Partly Cloudy,0.66,0.78,29,104,133,Panas,
2011-08-06,Fall,0,Aug,1,0,Sat,0,Clear/Partly Cloudy,0.66,0.78,17,50,67,Panas,Sangat Tinggi
2011-08-06,Fall,0,Aug,2,0,Sat,0,Clear/Partly Cloudy,0.66,0.78,14,39,53,Panas,Sangat Tinggi
2011-08-06,Fall,0,Aug,3,0,Sat,0,Misty/Cloudy,0.66,0.78,14,28,42,Panas,Sangat Tinggi
2011-08-06,Fall,0,Aug,4,0,Sat,0,Misty/Cloudy,0.66,0.83,5,5,10,Panas,Rendah
